major,minor,patch,linearized,count,avg_time,min_time,max_time
0,3,5,0.650000,2190,15798454.968500,0.000000,142165879.000000
0,3,6,0.652174,1699,16370345.313100,0.000000,128037014.000000
0,3,7,0.653846,1350,16933776.639300,0.000000,133746287.000000
0,3,8,0.655172,1098,17708557.407100,0.000000,116755863.000000
0,3,9,0.656250,943,17811209.772000,0.000000,124928574.000000
0,4,0,0.666667,9286,13737155.226000,0.000000,149570722.000000
0,4,1,0.684211,5362,15194453.491800,0.000000,146045765.000000
0,4,10,0.707317,405,21909686.402500,0.000000,136160978.000000
0,4,11,0.707865,344,22857865.209300,0.000000,137727815.000000
0,4,12,0.708333,291,22924480.357400,0.000000,139878829.000000
0,4,13,0.708738,240,22728968.295800,0.000000,99463971.000000
0,4,14,0.709091,186,21004861.311800,0.000000,115605364.000000
0,4,15,0.709402,161,20787276.422400,0.000000,115694062.000000
0,4,16,0.709677,134,20523023.044800,0.000000,99285804.000000
0,4,17,0.709924,120,21029397.408300,0.000000,106126376.000000
0,4,18,0.710145,100,19895594.160000,7067.000000,89267458.000000
0,4,2,0.692308,3602,15811128.826800,0.000000,146792235.000000
0,4,3,0.696970,2490,16647609.447800,0.000000,136104230.000000
0,4,4,0.700000,1845,17582630.661800,0.000000,140128710.000000
0,4,5,0.702128,1447,17858963.142400,0.000000,138456005.000000
0,4,6,0.703704,1099,18677022.444900,0.000000,143618468.000000
0,4,7,0.704918,877,20048928.482300,0.000000,133817021.000000
0,4,8,0.705882,724,20912911.808000,0.000000,135669482.000000
0,4,9,0.706667,600,20811129.798300,0.000000,143503081.000000
0,5,0,0.714286,6768,15093897.273500,0.000000,136697533.000000
0,5,1,0.727273,3953,16076163.433100,0.000000,143879391.000000
0,5,10,0.744681,293,21649377.068300,0.000000,145416023.000000
0,5,11,0.745098,246,22030224.300800,0.000000,145443676.000000
0,5,12,0.745455,199,23438100.849200,0.000000,145490738.000000
0,5,13,0.745763,163,23633924.263800,0.000000,138157320.000000
0,5,14,0.746032,149,22227796.181200,0.000000,92573904.000000
0,5,15,0.746269,134,23258914.679100,207.000000,93671030.000000
0,5,16,0.746479,114,23762390.114000,0.000000,94619961.000000
0,5,2,0.733333,2701,16549061.340600,0.000000,137586479.000000
0,5,3,0.736842,1933,17791577.576300,0.000000,137597718.000000
0,5,4,0.739130,1441,18016623.571100,0.000000,137598673.000000
0,5,5,0.740741,1147,17831744.524800,0.000000,137602627.000000
0,5,6,0.741935,894,18123473.416100,0.000000,137605643.000000
0,5,7,0.742857,685,19165744.529900,0.000000,137710189.000000
0,5,8,0.743590,549,19300932.163900,0.000000,129890645.000000
0,5,9,0.744186,440,19399943.493200,0.000000,137859846.000000
0,6,0,0.750000,4518,17531922.628600,0.000000,146018496.000000
0,6,1,0.760000,2607,18761664.085200,0.000000,146560689.000000
0,6,10,0.773585,221,24496270.787300,0.000000,107425148.000000
0,6,11,0.773913,183,25082878.868900,247.000000,104159631.000000
0,6,12,0.774194,152,25299075.361800,0.000000,106885590.000000
0,6,13,0.774436,130,27209660.430800,0.000000,121585898.000000
0,6,14,0.774648,117,27340419.213700,0.000000,110880806.000000
0,6,15,0.774834,103,26947028.747600,0.000000,119589894.000000
0,6,2,0.764706,1775,19928715.737500,0.000000,122665901.000000
0,6,3,0.767442,1240,20523786.889500,0.000000,134522159.000000
0,6,4,0.769231,946,21659125.135300,0.000000,130534544.000000
0,6,5,0.770492,777,22239610.768300,0.000000,132003971.000000
0,6,6,0.771429,611,22004124.139100,0.000000,133640887.000000
0,6,7,0.772152,485,21681911.288700,0.000000,115883839.000000
0,6,8,0.772727,388,22151203.600500,0.000000,121989578.000000
0,6,9,0.773196,325,22871337.301500,0.000000,122268448.000000
0,7,0,0.777778,3255,19333537.211700,0.000000,141371914.000000
0,7,1,0.785714,1878,21308430.260900,0.000000,142178448.000000
0,7,10,0.796610,150,24725160.020000,0.000000,121480692.000000
0,7,11,0.796875,124,26583511.935500,0.000000,122105674.000000
0,7,12,0.797101,106,25946477.934000,547.000000,122120198.000000
0,7,2,0.789474,1290,21014824.288400,0.000000,139530250.000000
0,7,3,0.791667,919,22199605.721400,0.000000,131999003.000000
0,7,4,0.793103,654,23448447.568800,0.000000,119429387.000000
0,7,5,0.794118,534,23234775.537500,0.000000,120974412.000000
0,7,6,0.794872,413,24732044.903100,0.000000,121380448.000000
0,7,7,0.795455,332,25389006.906600,0.000000,132894327.000000
0,7,8,0.795918,261,25964213.203100,0.000000,121466102.000000
0,7,9,0.796296,228,25538268.464900,0.000000,121475203.000000
0,8,0,0.800000,2612,19353065.536000,0.000000,148807840.000000
0,8,1,0.806452,1583,20157282.348700,0.000000,134613369.000000
0,8,10,0.815385,194,20362311.371100,0.000000,112083068.000000
0,8,11,0.815603,170,20378654.764700,0.000000,112089747.000000
0,8,12,0.815789,150,18162561.480000,94541.000000,117304396.000000
0,8,13,0.815951,126,17272927.031700,0.000000,105700352.000000
0,8,14,0.816092,112,19200902.008900,0.000000,108979375.000000
0,8,15,0.816216,105,20280462.952400,180062.000000,134662703.000000
0,8,2,0.809524,1137,20603720.516300,0.000000,144440032.000000
0,8,3,0.811321,801,20591804.645400,0.000000,144440354.000000
0,8,4,0.812500,625,21322226.308800,0.000000,139444770.000000
0,8,5,0.813333,537,19939917.892000,0.000000,141105779.000000
0,8,6,0.813953,433,19599110.577400,0.000000,118619039.000000
0,8,7,0.814433,365,19173873.879500,0.000000,118623370.000000
0,8,8,0.814815,310,19726905.116100,0.000000,105769868.000000
0,8,9,0.815126,265,19740878.445300,0.000000,122049894.000000
0,9,0,0.818182,2616,15866685.423900,0.000000,144346512.000000
0,9,1,0.823529,1675,15651247.348700,0.000000,139615567.000000
0,9,10,0.830986,263,19196011.874500,0.000000,105485128.000000
0,9,11,0.831169,223,19311176.973100,0.000000,105649758.000000
0,9,12,0.831325,175,20641913.925700,0.000000,105649778.000000
0,9,13,0.831461,161,20166878.037300,0.000000,134123492.000000
0,9,14,0.831579,147,21953876.727900,0.000000,145344969.000000
0,9,15,0.831683,129,18876165.209300,0.000000,108307505.000000
0,9,16,0.831776,119,17926876.420200,0.000000,108754191.000000
0,9,2,0.826087,1278,16088567.929600,0.000000,140296179.000000
0,9,3,0.827586,969,16370129.471600,0.000000,139058639.000000
0,9,4,0.828571,743,16541010.293400,0.000000,132501913.000000
0,9,5,0.829268,639,16474395.585300,0.000000,132601197.000000
0,9,6,0.829787,539,17051666.346900,0.000000,121921944.000000
0,9,7,0.830189,472,19223971.375000,0.000000,131440668.000000
0,9,8,0.830508,405,18587909.471600,0.000000,108308528.000000
0,9,9,0.830769,368,18360757.418500,0.000000,102488952.000000
1,0,0,1.000000,47484,4908433.564700,0.000000,148129183.000000
1,0,1,1.142857,26561,5614724.698500,0.000000,147148169.000000
1,0,10,1.294118,1207,8468851.581600,0.000000,117125041.000000
1,0,11,1.297297,933,8831935.410500,0.000000,117163065.000000
1,0,12,1.300000,770,9000424.913000,0.000000,107290408.000000
1,0,13,1.302326,630,9169176.871400,0.000000,107378160.000000
1,0,14,1.304348,555,9111384.454100,0.000000,107730722.000000
1,0,15,1.306122,490,9688633.112200,0.000000,117764442.000000
1,0,16,1.307692,418,10725161.593300,0.000000,123511440.000000
1,0,17,1.309091,349,11821909.596000,0.000000,128343959.000000
1,0,18,1.310345,309,11347523.928800,0.000000,118542358.000000
1,0,19,1.311475,294,11234276.040800,0.000000,122945289.000000
1,0,2,1.200000,16282,6213851.512000,0.000000,139702036.000000
1,0,20,1.312500,255,12378228.984300,0.000000,127695132.000000
1,0,21,1.313433,251,11210461.008000,0.000000,127695423.000000
1,0,22,1.314286,228,10983152.859600,0.000000,81559311.000000
1,0,23,1.315068,211,11338432.180100,0.000000,99101415.000000
1,0,24,1.315789,187,11881132.155100,0.000000,99112274.000000
1,0,25,1.316456,175,11515713.617100,0.000000,99113787.000000
1,0,26,1.317073,156,12115487.403800,6497.000000,91998592.000000
1,0,27,1.317647,149,12652758.268500,0.000000,99123670.000000
1,0,28,1.318182,138,12387006.681200,6829.000000,99124768.000000
1,0,29,1.318681,117,11793105.769200,7040.000000,77075597.000000
1,0,3,1.230769,10592,6872761.672700,0.000000,141589355.000000
1,0,30,1.319149,120,11616096.683300,0.000000,99128770.000000
1,0,31,1.319588,126,10507318.587300,0.000000,99129702.000000
1,0,32,1.320000,112,10966197.312500,0.000000,99135607.000000
1,0,33,1.320388,100,10131000.370000,0.000000,79849432.000000
1,0,4,1.250000,7205,7205179.276300,0.000000,138042002.000000
1,0,5,1.263158,5184,7739607.879800,0.000000,138074733.000000
1,0,6,1.272727,3862,7938765.303200,0.000000,140105022.000000
1,0,7,1.280000,2896,8322627.185100,0.000000,146236783.000000
1,0,8,1.285714,2266,8343372.483200,0.000000,129274733.000000
1,0,9,1.290323,1753,7918842.732500,0.000000,123286560.000000
1,1,0,1.333333,14517,10430503.323800,0.000000,147151523.000000
1,1,1,1.400000,7398,10988937.155900,0.000000,147329493.000000
1,1,10,1.478261,282,13238825.099300,0.000000,113633915.000000
1,1,11,1.480000,229,14249426.148500,0.000000,91661335.000000
1,1,12,1.481481,190,13286434.284200,0.000000,88823181.000000
1,1,13,1.482759,155,14713969.445200,0.000000,89792862.000000
1,1,14,1.483871,124,14247420.580600,0.000000,84364395.000000
1,1,15,1.484848,119,13308290.521000,0.000000,96008292.000000
1,1,16,1.485714,104,13140008.326900,0.000000,84367681.000000
1,1,2,1.428571,4386,11183650.627700,0.000000,147329737.000000
1,1,3,1.444444,2742,11668593.705000,0.000000,145000951.000000
1,1,4,1.454545,1829,11768369.435800,0.000000,127969453.000000
1,1,5,1.461538,1333,12113231.611400,0.000000,127981161.000000
1,1,6,1.466667,999,12111776.667700,0.000000,133380438.000000
1,1,7,1.470588,736,12211715.520400,0.000000,135825126.000000
1,1,8,1.473684,586,12832500.846400,0.000000,138945238.000000
1,1,9,1.476190,465,13451928.810800,0.000000,112773156.000000
1,10,0,1.833333,318,23854071.327000,0.000000,148095839.000000
1,10,1,1.837838,193,25240219.756500,94.000000,127346609.000000
1,10,2,1.840000,152,22366880.092100,0.000000,124069848.000000
1,11,0,1.846154,229,25492661.052400,0.000000,141291364.000000
1,11,1,1.850000,151,24339241.311300,0.000000,129069120.000000
1,11,2,1.851852,110,23762160.481800,0.000000,140323912.000000
1,12,0,1.857143,188,25800772.404300,0.000000,130384967.000000
1,12,1,1.860465,118,23832155.279700,0.000000,123214027.000000
1,13,0,1.866667,124,28882743.048400,0.000000,136848841.000000
1,2,0,1.500000,7203,13548293.419300,0.000000,140518965.000000
1,2,1,1.538462,3724,14667793.742200,0.000000,140954502.000000
1,2,10,1.586207,157,19310448.267500,0.000000,81555958.000000
1,2,11,1.587302,127,20385394.787400,0.000000,125542627.000000
1,2,12,1.588235,104,20106890.673100,13578.000000,78009097.000000
1,2,2,1.555556,2255,14374465.711300,0.000000,136841233.000000
1,2,3,1.565217,1504,14284958.247300,0.000000,139543632.000000
1,2,4,1.571429,1068,15050912.949400,0.000000,144943596.000000
1,2,5,1.575758,762,15200983.077400,0.000000,145370917.000000
1,2,6,1.578947,572,14784213.435300,0.000000,145450840.000000
1,2,7,1.581395,450,16167386.964400,0.000000,145452247.000000
1,2,8,1.583333,331,16982273.655600,0.000000,148202203.000000
1,2,9,1.584906,258,16995993.895300,0.000000,149536684.000000
1,3,0,1.600000,4047,16185937.499100,0.000000,142821130.000000
1,3,1,1.625000,2177,17151585.803900,0.000000,134963886.000000
1,3,10,1.657143,112,21853467.839300,11159.000000,135662129.000000
1,3,2,1.636364,1336,17948775.642200,0.000000,135411011.000000
1,3,3,1.642857,872,18338013.884200,0.000000,135411657.000000
1,3,4,1.647059,621,19652963.045100,0.000000,135412599.000000
1,3,5,1.650000,453,19412848.516600,0.000000,132242210.000000
1,3,6,1.652174,349,21244234.813800,0.000000,143759184.000000
1,3,7,1.653846,273,20643879.622700,0.000000,149632106.000000
1,3,8,1.655172,224,20066165.754500,0.000000,140677199.000000
1,3,9,1.656250,184,18116362.788000,0.000000,135661405.000000
1,4,0,1.666667,2454,18832262.630800,0.000000,144584998.000000
1,4,1,1.684211,1362,20220220.768700,0.000000,146208376.000000
1,4,2,1.692308,892,19842423.236500,0.000000,146370510.000000
1,4,3,1.696970,586,20013030.051200,0.000000,124695713.000000
1,4,4,1.700000,407,20666304.280100,0.000000,113325695.000000
1,4,5,1.702128,291,21257657.044700,0.000000,109125356.000000
1,4,6,1.703704,225,22881245.128900,0.000000,111819631.000000
1,4,7,1.704918,155,22372613.638700,0.000000,108425151.000000
1,4,8,1.705882,130,23414157.415400,7510.000000,120304215.000000
1,4,9,1.706667,109,24707800.568800,0.000000,120310109.000000
1,5,0,1.714286,1636,20343054.435200,0.000000,145305186.000000
1,5,1,1.727273,928,21199290.012900,0.000000,145647150.000000
1,5,2,1.733333,585,21167545.287200,0.000000,141418801.000000
1,5,3,1.736842,411,20716713.187300,0.000000,114490070.000000
1,5,4,1.739130,280,20975593.742900,0.000000,118113546.000000
1,5,5,1.740741,207,19905483.087000,0.000000,110199695.000000
1,5,6,1.741935,151,22412335.741700,1190.000000,110199859.000000
1,5,7,1.742857,113,23371691.477900,0.000000,113923585.000000
1,6,0,1.750000,1084,22363370.076600,0.000000,145911143.000000
1,6,1,1.760000,582,22437169.410700,0.000000,145927028.000000
1,6,2,1.764706,378,23217460.378300,0.000000,134153091.000000
1,6,3,1.767442,268,23508686.220100,0.000000,128689618.000000
1,6,4,1.769231,198,22265344.429300,0.000000,108501666.000000
1,6,5,1.770492,136,23898612.301500,0.000000,108504580.000000
1,6,6,1.771429,107,22580844.682200,0.000000,88297456.000000
1,7,0,1.777778,735,25035218.142900,0.000000,146082322.000000
1,7,1,1.785714,414,24925013.212600,0.000000,133232739.000000
1,7,2,1.789474,295,25523616.657600,0.000000,119650272.000000
1,7,3,1.791667,214,28241856.537400,0.000000,135135065.000000
1,7,4,1.793103,163,27094964.220900,0.000000,135148055.000000
1,7,5,1.794118,114,27385752.973700,0.000000,113909849.000000
1,8,0,1.800000,520,25195896.396200,0.000000,132880776.000000
1,8,1,1.806452,309,26705904.822000,0.000000,133988658.000000
