major,minor,patch,linearized,count,avg_time,min_time,max_time
1,8,2,1.809524,189,26713696.529100,0.000000,134054129.000000
1,8,3,1.811321,148,23636406.851400,0.000000,136472950.000000
1,9,0,1.818182,475,22624285.905300,0.000000,129335131.000000
1,9,1,1.823529,288,22412839.743100,0.000000,131075054.000000
1,9,2,1.826087,193,23488099.787600,0.000000,135899160.000000
1,9,3,1.827586,144,20598427.479200,0.000000,139528472.000000
2,0,0,2.000000,7675,14837820.935600,0.000000,149196807.000000
2,0,1,2.142857,3936,16305452.061200,0.000000,148199277.000000
2,0,10,2.294118,207,18706977.975800,0.000000,126809935.000000
2,0,11,2.297297,167,18893664.209600,0.000000,110266191.000000
2,0,12,2.300000,144,17988368.256900,0.000000,110572216.000000
2,0,13,2.302326,121,17309922.090900,0.000000,112086588.000000
2,0,14,2.304348,105,18656635.695200,0.000000,113155400.000000
2,0,2,2.200000,2420,16909774.957400,0.000000,145423977.000000
2,0,3,2.230769,1575,17785089.678100,0.000000,140925583.000000
2,0,4,2.250000,1103,18151420.409800,0.000000,140543513.000000
2,0,5,2.263158,781,19257044.279100,0.000000,138706746.000000
2,0,6,2.272727,553,19397765.728800,0.000000,138063804.000000
2,0,7,2.280000,483,19483346.482400,0.000000,138064546.000000
2,0,8,2.285714,382,20339660.337700,0.000000,122860074.000000
2,0,9,2.290323,272,20065013.452200,0.000000,126454236.000000
2,1,0,2.333333,3367,18409035.854200,0.000000,148264988.000000
2,1,1,2.400000,1715,20294793.640200,0.000000,148444748.000000
2,1,2,2.428571,994,21392497.672000,0.000000,148448659.000000
2,1,3,2.444444,686,23370408.301700,0.000000,141103295.000000
2,1,4,2.454545,464,23446856.303900,0.000000,142090576.000000
2,1,5,2.461538,283,23812852.173100,0.000000,142863408.000000
2,1,6,2.466667,218,25199475.018300,0.000000,143947135.000000
2,1,7,2.470588,170,24901701.935300,0.000000,140993239.000000
2,1,8,2.473684,134,24767659.716400,0.000000,131255629.000000
2,1,9,2.476190,104,26577029.307700,0.000000,131308123.000000
2,2,0,2.500000,1887,20264046.571300,0.000000,144329931.000000
2,2,1,2.538462,1101,20553701.928200,0.000000,144336002.000000
2,2,2,2.555556,603,24188310.441100,0.000000,124161302.000000
2,2,3,2.565217,355,24792437.701400,0.000000,124338979.000000
2,2,4,2.571429,256,25482660.019500,0.000000,125097361.000000
2,2,5,2.575758,187,27320445.395700,0.000000,123827450.000000
2,2,6,2.578947,131,25102545.595400,0.000000,122629750.000000
2,3,0,2.600000,1192,21673965.893500,0.000000,144703048.000000
2,3,1,2.625000,553,25203496.399600,0.000000,145101421.000000
2,3,2,2.636364,349,25560383.057300,0.000000,145452988.000000
2,3,3,2.642857,220,27884668.109100,0.000000,145527130.000000
2,3,4,2.647059,154,28166212.337700,0.000000,145598622.000000
2,3,5,2.650000,108,25466036.750000,0.000000,125845058.000000
2,4,0,2.666667,804,22169363.136800,0.000000,144294834.000000
2,4,1,2.684211,524,20318072.612600,0.000000,144884476.000000
2,4,2,2.692308,236,28319305.711900,0.000000,140190514.000000
2,4,3,2.696970,159,27989673.836500,0.000000,143476502.000000
2,4,4,2.700000,104,28507227.721200,0.000000,129616529.000000
2,5,0,2.714286,462,27098891.493500,0.000000,147886774.000000
2,5,1,2.727273,259,26365507.637100,0.000000,149714417.000000
2,5,2,2.733333,164,24503334.512200,0.000000,131507527.000000
2,6,0,2.750000,314,28780792.643300,0.000000,130894129.000000
2,6,1,2.760000,180,27892620.133300,0.000000,130909711.000000
2,6,2,2.764706,107,29101819.953300,0.000000,138860917.000000
2,7,0,2.777778,234,29451449.029900,0.000000,146934386.000000
2,7,1,2.785714,127,27442601.590600,0.000000,147234168.000000
2,8,0,2.800000,181,32353826.591200,0.000000,131843691.000000
2,8,1,2.806452,100,29898898.800000,0.000000,116546985.000000
2,9,0,2.818182,148,32906946.486500,0.000000,140039824.000000
3,0,0,3.000000,2660,20980652.909800,0.000000,148357864.000000
3,0,1,3.142857,1414,22810713.295600,0.000000,142313329.000000
3,0,2,3.200000,819,23905413.117200,0.000000,135667062.000000
3,0,3,3.230769,568,23367734.713000,0.000000,133566742.000000
3,0,4,3.250000,361,24737333.523500,0.000000,140393163.000000
3,0,5,3.263158,260,24311291.773100,0.000000,125061598.000000
3,0,6,3.272727,200,25602778.795000,0.000000,132217145.000000
3,0,7,3.280000,150,25380560.520000,0.000000,132328812.000000
3,0,8,3.285714,118,25013529.932200,0.000000,132537867.000000
3,1,0,3.333333,1220,24555154.192600,0.000000,149107191.000000
3,1,1,3.400000,642,25520222.442400,0.000000,146519339.000000
3,1,2,3.428571,396,25787472.323200,0.000000,143773016.000000
3,1,3,3.444444,223,27154987.372200,0.000000,134947334.000000
3,1,4,3.454545,146,29979451.746600,676.000000,126542857.000000
3,1,5,3.461538,104,31435705.778800,0.000000,127691108.000000
3,2,0,3.500000,689,26496216.895500,0.000000,136828361.000000
3,2,1,3.538462,363,27732645.132200,0.000000,130594501.000000
3,2,2,3.555556,224,28495294.950900,0.000000,130679927.000000
3,2,3,3.565217,135,30899213.088900,0.000000,130819231.000000
3,3,0,3.600000,430,29517785.872100,0.000000,140776377.000000
3,3,1,3.625000,254,29403710.401600,0.000000,134356942.000000
3,3,2,3.636364,146,29369804.198600,0.000000,135375355.000000
3,4,0,3.666667,264,30184354.098500,0.000000,141741852.000000
3,4,1,3.684211,143,28763178.664300,0.000000,142216693.000000
3,5,0,3.714286,199,27426922.959800,0.000000,133547551.000000
3,5,1,3.727273,120,27401014.733300,0.000000,133553397.000000
3,6,0,3.750000,155,30520906.632300,0.000000,135620481.000000
3,7,0,3.777778,112,33312313.714300,0.000000,136825166.000000
4,0,0,4.000000,1001,24291513.075900,0.000000,144202871.000000
4,0,1,4.142857,528,26186793.422300,0.000000,144413422.000000
4,0,2,4.200000,346,27211498.320800,0.000000,144540532.000000
4,0,3,4.230769,220,30120373.950000,0.000000,145440183.000000
4,0,4,4.250000,128,31495109.046900,278.000000,145637476.000000
4,1,0,4.333333,518,26353602.751000,0.000000,144916536.000000
4,1,1,4.400000,291,26337857.274900,0.000000,145806009.000000
4,1,2,4.428571,166,25786379.644600,0.000000,146402610.000000
4,2,0,4.500000,326,28369471.947900,0.000000,131688757.000000
4,2,1,4.538462,175,25809727.074300,0.000000,126080640.000000
4,2,2,4.555556,113,25386020.238900,10760.000000,126080778.000000
4,3,0,4.600000,194,30213327.670100,0.000000,131839907.000000
4,3,1,4.625000,100,29608092.360000,1145.000000,127337364.000000
4,4,0,4.666667,122,29668158.631100,1757.000000,140893257.000000
5,0,0,5.000000,484,25751071.066100,0.000000,143906556.000000
5,0,1,5.142857,241,28417363.029000,0.000000,139351322.000000
5,0,2,5.200000,143,26468760.202800,0.000000,144524954.000000
5,1,0,5.333333,239,28603037.979100,0.000000,145200598.000000
5,1,1,5.400000,127,29300923.606300,0.000000,109886957.000000
5,2,0,5.500000,152,28043792.177600,0.000000,124051428.000000
6,0,0,6.000000,252,25114391.051600,0.000000,126984526.000000
6,0,1,6.142857,122,30479663.278700,0.000000,127022536.000000
6,1,0,6.333333,124,30737346.306500,0.000000,117414205.000000
7,0,0,7.000000,151,24582161.417200,0.000000,132510219.000000
